ID,Handle,Variant ID,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Inventory Adjust,Variant Inventory Adjust
7654917111887,14106,42340602085455,Color,Green,Size,S,1000,1000
7654917111887,14106,42340602118223,Color,Green,Size,L,1000,1000
7654917111887,14106,42340602150991,Color,Grey,Size,S,1000,1000
7654917177423,14112,42340602282063,Color,Ecru,Size,S,1000,1000
7654917177423,14112,42340602314831,Color,Ecru,Size,M,1000,1000
7654917210191,28572,42340602347599,Color,Oyster-white,Size,XS,1000,1000
7654917210191,28572,42340602380367,Color,Oyster-white,Size,S,1000,1000
7654917210191,28572,42340602413135,Color,Oyster-white,Size,M,1000,1000
7654917210191,28572,42340602445903,Color,Oyster-white,Size,L,1000,1000
7654917144655,50134,42340602183759,Color,Blue,Size,XS,1000,1000
7654917144655,50134,42340602216527,Color,Blue,Size,S,1000,1000
7654917144655,50134,42340602249295,Color,Blue,Size,M,1000,1000
7654897844303,77303,42340508631119,Color,Oyster-white,Size,M,1000,1000
7654897844303,77303,42340508663887,Color,Oyster-white,Size,L,1000,1000
7654897844303,77303,42340508696655,Color,Oyster-white,Size,XL,1000,1000
7654917308495,85474,42340602609743,Color,White,Size,S,1000,1000
7654917308495,85474,42340602642511,Color,White,Size,M,1000,1000
7654917308495,85474,42340602675279,Color,White,Size,L,1000,1000
7654917308495,85474,42340602708047,Color,White,Size,XL,0,0
7654917275727,85633,42340602576975,Color,Russet,Size,S,1000,1000
7654917341263,85816,42340602740815,Color,Pink,Size,S,1000,1000
7654917341263,85816,42340602773583,Color,Pink,Size,M,1000,1000
7654917374031,85822,42340602806351,Color,Vanilla,Size,M,1000,1000
7654917374031,85822,42340602839119,Color,Vanilla,Size,L,1000,1000
7654917406799,85843,42340602871887,Color,Pearl grey,Size,S,1000,1000
7654917406799,85843,42340602904655,Color,Pearl grey,Size,M,1000,1000
7654917439567,85857,42340602937423,Color,Burgundy,Size,S,1000,1000
7654917439567,85857,42340602970191,Color,Burgundy,Size,M,1000,1000
7654917439567,85857,42340603002959,Color,Burgundy,Size,L,1000,1000
7654917439567,85857,42340603035727,Color,Blue,Size,S,1000,1000
7654917439567,85857,42340603068495,Color,Blue,Size,M,1000,1000
7654917439567,85857,42340603101263,Color,Blue,Size,L,1000,1000
7654917472335,85869,42340603134031,Color,Pink,Size,S,1000,1000
7654917472335,85869,42340603166799,Color,Pink,Size,M,1000,1000
7654917472335,85869,42340603199567,Color,Pink,Size,L,1000,1000
7654917505103,85870,42340603265103,Color,Black,Size,M,1000,1000
7654917505103,85870,42340603297871,Color,Black,Size,L,1000,1000
7654917537871,85879,42340603330639,Color,White,Size,S,1000,1000
7654917537871,85879,42340603363407,Color,White,Size,M,1000,1000
7654917537871,85879,42340603396175,Color,White,Size,L,1000,1000
7654917570639,85880,42340603428943,Color,Printed,Size,S,1000,1000
7654917570639,85880,42340603461711,Color,Printed,Size,M,1000,1000
7654917570639,85880,42340603494479,Color,Printed,Size,L,1000,1000
7654917603407,89617,42340603560015,Color,Black,Size,XS,1000,1000
7654917603407,89617,42340603592783,Color,Black,Size,S,1000,1000
7654917603407,89617,42340603625551,Color,Black,Size,M,1000,1000
7654917603407,89617,42340603658319,Color,Black,Size,L,1000,1000
7654917603407,89617,42340603691087,Color,Black,Size,XL,1000,1000
7654917668943,106620,42340603789391,Color,Black,Size,XS,1000,1000
7654917668943,106620,42340603822159,Color,Black,Size,M,1000,1000
7654917668943,106620,42340603854927,Color,Black,Size,L,1000,1000
7654897778767,108302,42340507484239,Color,Black,Size,S,1000,1000
7654897778767,108302,42340507517007,Color,Black,Size,M,1000,1000
7654897778767,108302,42340507549775,Color,Black,Size,L,1000,1000
7654897778767,108302,42340507582543,Color,Black,Size,XL,0,0
7654897778767,108302,42340507615311,Color,Beige,Size,S,1000,1000
7654897778767,108302,42340507648079,Color,Beige,Size,M,1000,1000
7654897778767,108302,42340507680847,Color,Beige,Size,L,1000,1000
7654897778767,108302,42340507713615,Color,Beige,Size,XL,1000,1000
7654897778767,108302,42340507746383,Color,Light khaki,Size,S,1000,1000
7654897778767,108302,42340507779151,Color,Light khaki,Size,M,1000,1000
7654897778767,108302,42340507811919,Color,Light khaki,Size,L,1000,1000
7654897778767,108302,42340507844687,Color,Light khaki,Size,XL,1000,1000
7654897778767,108302,42340507877455,Color,Ice,Size,S,1000,1000
7654897778767,108302,42340507910223,Color,Ice,Size,M,1000,1000
7654897778767,108302,42340507942991,Color,Ice,Size,L,1000,1000
7654897778767,108302,42340507975759,Color,Ice,Size,XL,1000,1000
7654897811535,108304,42340508008527,Color,Black,Size,EU 36 (UK 29),1000,1000
7654897811535,108304,42340508041295,Color,Black,Size,EU 38 (UK 30),1000,1000
7654897811535,108304,42340508074063,Color,Black,Size,EU 40 (UK 31),1000,1000
7654897811535,108304,42340508106831,Color,Black,Size,EU 42 (UK 32),1000,1000
7654897811535,108304,42340508139599,Color,Black,Size,EU 44 (UK 34),1000,1000
7654897811535,108304,42340508172367,Color,Stone,Size,EU 36 (UK 29),1000,1000
7654897811535,108304,42340508205135,Color,Stone,Size,EU 38 (UK 30),0,0
7654897811535,108304,42340508237903,Color,Stone,Size,EU 40 (UK 31),1000,1000
7654897811535,108304,42340508270671,Color,Stone,Size,EU 42 (UK 32),1000,1000
7654897811535,108304,42340508303439,Color,Stone,Size,EU 44 (UK 34),0,0
7654897811535,108304,42340508336207,Color,Khaki,Size,EU 36 (UK 29),1000,1000
7654897811535,108304,42340508368975,Color,Khaki,Size,EU 38 (UK 30),0,0
7654897811535,108304,42340508401743,Color,Khaki,Size,EU 40 (UK 31),0,0
7654897811535,108304,42340508434511,Color,Khaki,Size,EU 42 (UK 32),0,0
7654897811535,108304,42340508467279,Color,Dark grey,Size,EU 36 (UK 29),1000,1000
7654897811535,108304,42340508500047,Color,Dark grey,Size,EU 38 (UK 30),0,0
7654897811535,108304,42340508532815,Color,Dark grey,Size,EU 40 (UK 31),0,0
7654897811535,108304,42340508565583,Color,Dark grey,Size,EU 42 (UK 32),0,0
7654897811535,108304,42340508598351,Color,Dark grey,Size,EU 44 (UK 34),1000,1000
7654897745999,108412,42340507418703,Color,Ice,Size,M,1000,1000
7654897745999,108412,42340507451471,Color,camel,Size,L,1000,1000
7654897877071,108460,42340508762191,Color,Khaki,Size,S,1000,1000
7654897877071,108460,42340508794959,Color,Khaki,Size,M,1000,1000
7654897877071,108460,42340508827727,Color,Khaki,Size,L,1000,1000
7654897877071,108460,42340508860495,Color,Beige,Size,S,1000,1000
7654897877071,108460,42340508893263,Color,Beige,Size,XL,1000,1000
7654897877071,108460,42340508926031,Color,Dark grey,Size,L,1000,1000
7654897877071,108460,42340508958799,Color,Dark grey,Size,XL,1000,1000
7654897909839,108461,42340509024335,Color,Stone,Size,S,1000,1000
7654897909839,108461,42340509057103,Color,Stone,Size,L,1000,1000
7654897909839,108461,42340509089871,Color,Stone,Size,XL,1000,1000
7654897909839,108461,42340509122639,Color,Black,Size,L,1000,1000
7654897909839,108461,42340509155407,Color,Black,Size,XL,1000,1000
7654897975375,108462,42340509712463,Color,White,Size,EU 36 (UK 29),1000,1000
7654897975375,108462,42340509745231,Color,White,Size,EU 46 (UK 36),1000,1000
7654897975375,108462,42340509777999,Color,White,Size,EU 48 (UK 38),1000,1000
7654897975375,108462,42340509810767,Color,Khaki,Size,EU 40 (UK 31),1000,1000
7654897975375,108462,42340509843535,Color,Khaki,Size,EU 46 (UK 36),1000,1000
7654897975375,108462,42340509876303,Color,Khaki,Size,EU 48 (UK 38),1000,1000
7654897975375,108462,42340509909071,Color,Black,Size,EU 36 (UK 29),1000,1000
7654897975375,108462,42340509941839,Color,Black,Size,EU 48 (UK 38),1000,1000
7654897975375,108462,42340509974607,Color,Sand,Size,EU 36 (UK 29),1000,1000
7654897975375,108462,42340510007375,Color,Sand,Size,EU 38 (UK 30),1000,1000
7654897975375,108462,42340510040143,Color,Sand,Size,EU 46 (UK 36),1000,1000
7654897975375,108462,42340510072911,Color,Sand,Size,EU 48 (UK 38),1000,1000
7654898008143,155305,42340510105679,Color,Black,Size,XL,1000,1000
7654917701711,234102,42340603887695,Color,Ecru,Size,S,1000,1000
7654917701711,234102,42340603920463,Color,Ecru,Size,M,1000,1000
7654917701711,234102,42340603953231,Color,Ecru,Size,L,1000,1000
7654917734479,264163,42340603985999,Color,Black,Size,S,1000,1000
7654917734479,264163,42340604018767,Color,Black,Size,M,1000,1000
7654917734479,264163,42340604051535,Color,Beige,Size,S,1000,1000
7654917734479,264163,42340604084303,Color,Beige,Size,M,1000,1000
7654917734479,264163,42340604117071,Color,Beige,Size,L,1000,1000
7654917734479,264163,42340604149839,Color,Leopard,Size,S,1000,1000
7654917734479,264163,42340604182607,Color,Leopard,Size,M,1000,1000
7654917767247,264460,42340604248143,Color,Light ecru,Size,S,1000,1000
7654917800015,264464,42340604280911,Color,Golden,Size,M,1000,1000
7654917800015,264464,42340604313679,Color,Golden,Size,XL,1000,1000
7654917832783,264530,42340604346447,Color,Burgundy,Size,S,1000,1000
7654917832783,264530,42340604379215,Color,Brown,Size,S,1000,1000
7654917832783,264530,42340604411983,Color,Brown,Size,M,1000,1000
7654917832783,264530,42340604444751,Color,Black,Size,S,1000,1000
7654917832783,264530,42340604477519,Color,Black,Size,M,1000,1000
7654917832783,264530,42340604510287,Color,Black,Size,L,1000,1000
7654917865551,264533,42340604543055,Color,Black,Size,S,1000,1000
7654917865551,264533,42340604575823,Color,Black,Size,M,1000,1000
7654917865551,264533,42340604608591,Color,Black,Size,L,1000,1000
7654917898319,264534,42340604674127,Color,Black,Size,S,1000,1000
7654917898319,264534,42340604706895,Color,Black,Size,M,1000,1000
7654917898319,264534,42340604739663,Color,Black,Size,L,1000,1000
7654917996623,264538,42340604936271,Color,Toffee,Size,XS,1000,1000
7654917996623,264538,42340604969039,Color,Toffee,Size,S,1000,1000
7654917996623,264538,42340605001807,Color,Toffee,Size,M,1000,1000
7654917963855,264643,42340604837967,Color,Silver,Size,S,1000,1000
7654917963855,264643,42340604870735,Color,Silver,Size,M,1000,1000
7654917963855,264643,42340604903503,Color,Silver,Size,L,1000,1000
7654918029391,264646,42340605034575,Color,Black,Size,S,1000,1000
7654918062159,264670,42340605100111,Color,Duck blue,Size,S,1000,1000
7654918062159,264670,42340605132879,Color,Duck blue,Size,M,1000,1000
7654918062159,264670,42340605165647,Color,Black,Size,S,1000,1000
7654918094927,264676,42340605198415,Color,Grey,Size,S,0,0
7654918094927,264676,42340605231183,Color,Grey,Size,M,0,0
7654918094927,264676,42340605263951,Color,Black,Size,S,1000,1000
7654918094927,264676,42340605296719,Color,Black,Size,M,1000,1000
7654918094927,264676,42340605329487,Color,Black,Size,L,1000,1000
7654918127695,264677,42340605362255,Color,Black,Size,M,1000,1000
7654918127695,264677,42340605395023,Color,Black,Size,L,1000,1000
7654918127695,264677,42340605427791,Color,Grey,Size,S,1000,1000
7654918127695,264677,42340605460559,Color,Grey,Size,M,0,0
7654918127695,264677,42340605493327,Color,Grey,Size,L,0,0
7654918127695,264677,42340605526095,Color,Grey,Size,XL,1000,1000
7654918193231,264736,42340605689935,Color,Russet,Size,S,1000,1000
7654918193231,264736,42340605722703,Color,Russet,Size,M,1000,1000
7654918193231,264736,42340605755471,Color,Russet,Size,L,1000,1000
7654918225999,264737,42340605788239,Color,Black,Size,S,1000,1000
7654918225999,264737,42340605821007,Color,Black,Size,XL,1000,1000
7654918225999,264737,42340605853775,Color,Burgundy,Size,S,1000,1000
7654918225999,264737,42340605886543,Color,Burgundy,Size,M,1000,1000
7654918258767,264856,42340605919311,Color,Grey marl,Size,S,1000,1000
7654918258767,264856,42340605952079,Color,Grey marl,Size,M,1000,1000
7654918258767,264856,42340605984847,Color,Grey marl,Size,L,1000,1000
7654918291535,264858,42340606050383,Color,Oyster-white,Size,S,1000,1000
7654918291535,264858,42340606083151,Color,Oyster-white,Size,M,1000,1000
7654918291535,264858,42340606115919,Color,Oyster-white,Size,L,1000,1000
7654918357071,264865,42340606345295,Color,SILVER UNIVERSE,Size,S,1000,1000
7654918357071,264865,42340606378063,Color,SILVER UNIVERSE,Size,M,1000,1000
7654918357071,264865,42340606410831,Color,SILVER UNIVERSE,Size,L,1000,1000
7654918324303,264868,42340606148687,Color,Dark navy,Size,S,1000,1000
7654918324303,264868,42340606181455,Color,Dark navy,Size,M,1000,1000
7654918324303,264868,42340606214223,Color,Dark navy,Size,L,1000,1000
7654918324303,264868,42340606246991,Color,Black,Size,S,1000,1000
7654918324303,264868,42340606279759,Color,Black,Size,M,1000,1000
7654918324303,264868,42340606312527,Color,Black,Size,L,0,0
7654918422607,264870,42340606541903,Color,Grey / Beige,Size,S,1000,1000
7654918455375,264875,42340606574671,Color,Grey,Size,S,1000,1000
7654918455375,264875,42340606607439,Color,Grey,Size,M,1000,1000
7654918455375,264875,42340606640207,Color,Grey,Size,L,1000,1000
7654918455375,264875,42340606672975,Color,Grey,Size,XL,0,0
7654898040911,304301,42340510138447,Color,Wine,Size,M,1000,1000
7654898040911,304301,42340510171215,Color,Wine,Size,L,1000,1000
7654898040911,304301,42340510203983,Color,Wine,Size,XL,1000,1000
7654898040911,304301,42340510236751,Color,Grey marl,Size,M,1000,1000
7654898040911,304301,42340510269519,Color,Grey marl,Size,L,1000,1000
7654898040911,304301,42340510302287,Color,Grey marl,Size,XL,1000,1000
7654898040911,304301,42340510335055,Color,Black,Size,S,1000,1000
7654898040911,304301,42340510367823,Color,Black,Size,M,1000,1000
7654898040911,304301,42340510400591,Color,Black,Size,L,1000,1000
7654898040911,304301,42340510433359,Color,Black,Size,XL,1000,1000
7654898040911,304301,42340510466127,Color,Oyster-white,Size,S,1000,1000
7654898040911,304301,42340510498895,Color,Oyster-white,Size,M,1000,1000
7654898040911,304301,42340510531663,Color,Oyster-white,Size,L,1000,1000
7654898040911,304301,42340510564431,Color,Oyster-white,Size,XL,1000,1000
7654898040911,304301,42340510597199,Color,Navy blue,Size,S,1000,1000
7654898040911,304301,42340510629967,Color,Navy blue,Size,M,0,0
7654898040911,304301,42340510662735,Color,Navy blue,Size,L,1000,1000
7654898040911,304301,42340510695503,Color,Navy blue,Size,XL,1000,1000
7654898073679,304416,42340510728271,Color,Sand,Size,XL,1000,1000
7654898073679,304416,42340510761039,Color,Charcoal grey,Size,L,1000,1000
7654898073679,304416,42340510793807,Color,Oyster-white,Size,M,1000,1000
7654898073679,304416,42340510826575,Color,Oyster-white,Size,L,1000,1000
7654898073679,304416,42340510859343,Color,Oyster-white,Size,XL,0,0
7654898073679,304416,42340510892111,Color,Navy blue,Size,M,1000,1000
7654898073679,304416,42340510924879,Color,Navy blue,Size,L,1000,1000
7654898073679,304416,42340510957647,Color,Navy blue,Size,XL,1000,1000
7654898106447,304417,42340511023183,Color,Navy blue,Size,S,1000,1000
7654898106447,304417,42340511055951,Color,Navy blue,Size,L,1000,1000
7654898106447,304417,42340511088719,Color,Oyster-white,Size,S,1000,1000
7654898106447,304417,42340511121487,Color,Oyster-white,Size,M,1000,1000
7654898106447,304417,42340511154255,Color,Oyster-white,Size,L,1000,1000
7654898106447,304417,42340511187023,Color,Blue / Steel,Size,XL,1000,1000
7654898106447,304417,42340511219791,Color,Light green,Size,M,1000,1000
7654898106447,304417,42340511252559,Color,Light green,Size,L,1000,1000
7654898106447,304417,42340511285327,Color,Light green,Size,XL,1000,1000
7654898106447,304417,42340511318095,Color,Black,Size,S,1000,1000
7654898106447,304417,42340511350863,Color,Black,Size,XL,1000,1000
7654898171983,347468,42340511744079,Color,Black,Size,S,1000,1000
7654898171983,347468,42340511776847,Color,Black,Size,M,1000,1000
7654898171983,347468,42340511809615,Color,Black,Size,L,1000,1000
7654898171983,347468,42340511842383,Color,Navy blue,Size,S,1000,1000
7654898171983,347468,42340511875151,Color,Navy blue,Size,M,1000,1000
7654898171983,347468,42340511907919,Color,Navy blue,Size,L,1000,1000
7654898171983,347468,42340511940687,Color,Navy blue,Size,XL,1000,1000
7654898171983,347468,42340511973455,Color,Grey,Size,S,1000,1000
7654898171983,347468,42340512006223,Color,Grey,Size,M,1000,1000
7654898171983,347468,42340512038991,Color,Grey,Size,L,1000,1000
7654898171983,347468,42340512071759,Color,Olive green,Size,S,0,0
7654898171983,347468,42340512104527,Color,Ecru,Size,XL,0,0
7654918488143,387055,42340606705743,Color,Khaki,Size,XS,1000,1000
7654918488143,387055,42340606738511,Color,Khaki,Size,M,1000,1000
7654918488143,387055,42340606771279,Color,Khaki,Size,L,1000,1000
7654918488143,387055,42340606804047,Color,Khaki,Size,XL,1000,1000
7654918553679,387057,42340606902351,Color,Ecru / Black,Size,XS,1000,1000
7654918553679,387057,42340606935119,Color,Ecru / Black,Size,S,1000,1000
7654918553679,387057,42340606967887,Color,Ecru / Black,Size,L,1000,1000
7654918520911,387059,42340606836815,Color,mid khaki,Size,XL,1000,1000
7654918586447,387157,42340607000655,Color,Black,Size,XS,1000,1000
7654918586447,387157,42340607033423,Color,Black,Size,S,1000,1000
7654918586447,387157,42340607066191,Color,Black,Size,M,1000,1000
7654898204751,399300,42340512137295,Color,White,Size,S,1000,1000
7654898204751,399300,42340512170063,Color,White,Size,M,1000,1000
7654898204751,399300,42340512202831,Color,White,Size,L,1000,1000
7654898204751,399300,42340512235599,Color,White,Size,XL,1000,1000
7654918651983,506113,42340607197263,Color,Ecru,Size,S,1000,1000
7654918651983,506113,42340607230031,Color,Ecru,Size,XL,1000,1000
7654918619215,506114,42340607098959,Color,Grey marl,Size,S,1000,1000
7654918619215,506114,42340607131727,Color,Grey marl,Size,M,1000,1000
7654918619215,506114,42340607164495,Color,Grey marl,Size,XL,1000,1000
7654898237519,526313,42340512268367,Color,Green,Size,S,1000,1000
7654898237519,526313,42340512301135,Color,Green,Size,M,1000,1000
7654898237519,526313,42340512333903,Color,Green,Size,L,1000,1000
7654898237519,526313,42340512366671,Color,Green,Size,XL,1000,1000
7654898270287,526315,42340512399439,Color,Ecru / Brown,Size,S,1000,1000
7654898270287,526315,42340512432207,Color,Ecru / Brown,Size,L,1000,1000
7654898270287,526315,42340512464975,Color,Ecru / Brown,Size,XL,1000,1000
7654898335823,526318,42340512530511,Color,Ecru / Brown,Size,M,1000,1000
7654898335823,526318,42340512563279,Color,Ecru / Brown,Size,XL,1000,1000
7654898368591,526319,42340512596047,Color,Brown,Size,XL,1000,1000
7654898401359,526320,42340512628815,Color,Ecru / Navy,Size,S,1000,1000
7654898401359,526320,42340512661583,Color,Ecru / Navy,Size,M,1000,1000
7654898401359,526320,42340512694351,Color,Ecru / Navy,Size,L,1000,1000
7654898401359,526320,42340512727119,Color,Ecru / Navy,Size,XL,1000,1000
7654898401359,526320,42340512759887,Color,Blue / Navy,Size,S,1000,1000
7654898401359,526320,42340512792655,Color,Blue / Navy,Size,M,1000,1000
7654898401359,526320,42340512825423,Color,Blue / Navy,Size,L,1000,1000
7654898401359,526320,42340512858191,Color,Blue / Navy,Size,XL,1000,1000
7654898401359,526320,42340512890959,Color,Dark green,Size,S,1000,1000
7654898401359,526320,42340512923727,Color,Dark green,Size,M,1000,1000
7654898401359,526320,42340512956495,Color,Dark green,Size,L,1000,1000
7654898401359,526320,42340512989263,Color,Dark green,Size,XL,1000,1000
7654898401359,526320,42340513022031,Color,Navy blue,Size,S,1000,1000
7654898401359,526320,42340513054799,Color,Navy blue,Size,M,1000,1000
7654898401359,526320,42340513087567,Color,Navy blue,Size,L,1000,1000
7654898401359,526320,42340513120335,Color,Navy blue,Size,XL,1000,1000
7654898466895,526322,42340513579087,Color,Navy blue,Size,M,1000,1000
7654898434127,526323,42340513185871,Color,Black / Green,Size,S,1000,1000
7654898434127,526323,42340513218639,Color,Black / Green,Size,M,1000,1000
7654898434127,526323,42340513251407,Color,Black / Green,Size,L,1000,1000
7654898434127,526323,42340513284175,Color,Black / Green,Size,XL,1000,1000
7654898434127,526323,42340513316943,Color,Dark green,Size,S,1000,1000
7654898434127,526323,42340513349711,Color,Dark green,Size,M,1000,1000
7654898434127,526323,42340513382479,Color,Dark green,Size,L,1000,1000
7654898434127,526323,42340513415247,Color,Dark green,Size,XL,1000,1000
7654898434127,526323,42340513448015,Color,Oyster-white,Size,S,1000,1000
7654898434127,526323,42340513480783,Color,Oyster-white,Size,M,1000,1000
7654898434127,526323,42340513513551,Color,Oyster-white,Size,L,1000,1000
7654898434127,526323,42340513546319,Color,Oyster-white,Size,XL,1000,1000
7654898499663,526327,42340513611855,Color,striped,Size,S,0,0
7654898499663,526327,42340513644623,Color,striped,Size,M,1000,1000
7654898499663,526327,42340513677391,Color,striped,Size,XL,1000,1000
7654898532431,526328,42340513742927,Color,Navy blue,Size,S,1000,1000
7654898532431,526328,42340513775695,Color,Navy blue,Size,M,1000,1000
7654898532431,526328,42340513808463,Color,Navy blue,Size,XL,1000,1000
7654898597967,526350,42340514496591,Color,Oyster-white,Size,S,1000,1000
7654898597967,526350,42340514529359,Color,Oyster-white,Size,M,1000,1000
7654898597967,526350,42340514562127,Color,Oyster-white,Size,L,1000,1000
7654898597967,526350,42340514594895,Color,Oyster-white,Size,XL,1000,1000
7654898597967,526350,42340514627663,Color,Black,Size,S,1000,1000
7654898597967,526350,42340514660431,Color,Black,Size,M,1000,1000
7654898597967,526350,42340514693199,Color,Black,Size,L,1000,1000
7654898597967,526350,42340514725967,Color,Black,Size,XL,1000,1000
7654898597967,526350,42340514758735,Color,Blue / Grey,Size,S,1000,1000
7654898597967,526350,42340514791503,Color,Blue / Grey,Size,M,1000,1000
7654898597967,526350,42340514824271,Color,Blue / Grey,Size,L,1000,1000
7654898597967,526350,42340514857039,Color,Blue / Grey,Size,XL,1000,1000
7654898663503,526410,42340515151951,Color,Light tan,Size,L,1000,1000
7654898663503,526410,42340515184719,Color,Light tan,Size,XL,1000,1000
7654898663503,526410,42340515217487,Color,Aubergine,Size,L,1000,1000
7654898663503,526410,42340515250255,Color,Aubergine,Size,XL,1000,1000
7654898663503,526410,42340515283023,Color,Sky blue,Size,L,1000,1000
7654898663503,526410,42340515315791,Color,Oyster-white,Size,S,1000,1000
7654898663503,526410,42340515348559,Color,Oyster-white,Size,M,0,0
7654898663503,526410,42340515381327,Color,Oyster-white,Size,L,1000,1000
7654898663503,526410,42340515414095,Color,Black,Size,S,1000,1000
7654898663503,526410,42340515446863,Color,Black,Size,M,1000,1000
7654898663503,526410,42340515479631,Color,Black,Size,L,1000,1000
7654898663503,526410,42340515512399,Color,Black,Size,XL,1000,1000
7654898630735,526450,42340514922575,Color,Sand,Size,S,1000,1000
7654898630735,526450,42340514955343,Color,Sand,Size,L,1000,1000
7654898630735,526450,42340514988111,Color,Sand,Size,XL,1000,1000
7654898630735,526450,42340515020879,Color,Ecru,Size,XL,1000,1000
7654898630735,526450,42340515053647,Color,Dark brown,Size,S,1000,1000
7654898630735,526450,42340515086415,Color,Dark brown,Size,M,1000,1000
7654898630735,526450,42340515119183,Color,Dark brown,Size,XL,1000,1000
7654898696271,679310,42340515545167,Color,White,Size,S,1000,1000
7654898696271,679310,42340515577935,Color,White,Size,M,1000,1000
7654898696271,679310,42340515610703,Color,White,Size,L,1000,1000
7654898696271,679310,42340515643471,Color,Black,Size,S,1000,1000
7654898696271,679310,42340515676239,Color,Black,Size,L,1000,1000
7654898696271,679310,42340515709007,Color,Grey marl,Size,S,1000,1000
7654898696271,679310,42340515741775,Color,Grey marl,Size,M,1000,1000
7654898696271,679310,42340515774543,Color,Grey marl,Size,L,1000,1000
7654898696271,679310,42340515807311,Color,Grey marl,Size,XL,1000,1000
7654898729039,693300,42340515938383,Color,Oyster-white,Size,S,1000,1000
7654898729039,693300,42340515971151,Color,Black,Size,S,1000,1000
7654898729039,693300,42340516003919,Color,Black,Size,M,1000,1000
7654898729039,693300,42340516036687,Color,Black,Size,L,0,0
7654898761807,693331,42340516102223,Color,Navy blue,Size,M,1000,1000
7654898761807,693331,42340516134991,Color,Navy blue,Size,L,1000,1000
7654898761807,693331,42340516167759,Color,Navy blue,Size,XL,1000,1000
7654898794575,693420,42340516200527,Color,Oyster-white,Size,S,1000,1000
7654898794575,693420,42340516233295,Color,Oyster-white,Size,M,1000,1000
7654898794575,693420,42340516266063,Color,Oyster-white,Size,L,1000,1000
7654898794575,693420,42340516298831,Color,Oyster-white,Size,XL,1000,1000
7654898794575,693420,42340516331599,Color,Olive green,Size,S,1000,1000
7654898794575,693420,42340516364367,Color,Olive green,Size,M,1000,1000
7654898794575,693420,42340516397135,Color,Olive green,Size,L,1000,1000
7654898794575,693420,42340516429903,Color,Olive green,Size,XL,1000,1000
7654898794575,693420,42340516462671,Color,Navy blue,Size,M,1000,1000
7654898827343,706025,42340516495439,Color,Ecru,Size,S,1000,1000
7654898827343,706025,42340516528207,Color,Ecru,Size,XL,1000,1000
7654898860111,706260,42340516560975,Color,Beige,Size,EU 40 (UK 31),1000,1000
7654898860111,706260,42340516593743,Color,Beige,Size,EU 42 (UK 32),1000,1000
7654898860111,706260,42340516626511,Color,Beige,Size,EU 44 (UK 34),1000,1000
7654898860111,706260,42340516659279,Color,Black,Size,EU 38 (UK 30),1000,1000
7654898860111,706260,42340516692047,Color,Black,Size,EU 44 (UK 34),1000,1000
7654898892879,706335,42340516757583,Color,Blue,Size,S,1000,1000
7654898892879,706335,42340516790351,Color,Blue,Size,M,1000,1000
7654898892879,706335,42340516823119,Color,Blue,Size,L,1000,1000
7654898892879,706335,42340516855887,Color,Blue,Size,XL,0,0
7654898958415,706387,42340517019727,Color,Black,Size,EU 38 (UK 30),1000,1000
7654898925647,706430,42340516888655,Color,Black,Size,M,1000,1000
7654898925647,706430,42340516921423,Color,Black,Size,L,1000,1000
7654898925647,706430,42340516954191,Color,Beige,Size,L,1000,1000
7654898925647,706430,42340516986959,Color,Beige,Size,XL,1000,1000
7654898991183,706859,42340517085263,Color,Light green,Size,EU 38 (UK 30),1000,1000
7654898991183,706859,42340517118031,Color,Light green,Size,EU 40 (UK 31),1000,1000
7654898991183,706859,42340517150799,Color,Light green,Size,EU 42 (UK 32),1000,1000
7654898991183,706859,42340517183567,Color,Light green,Size,EU 44 (UK 34),1000,1000
7654898991183,706859,42340517216335,Color,Black,Size,EU 38 (UK 30),1000,1000
7654898991183,706859,42340517249103,Color,Black,Size,EU 40 (UK 31),1000,1000
7654898991183,706859,42340517281871,Color,Black,Size,EU 42 (UK 32),1000,1000
7654898991183,706859,42340517314639,Color,Black,Size,EU 44 (UK 34),1000,1000
7654898991183,706859,42340517347407,Color,Black,Size,EU 46 (UK 36),1000,1000
7654898991183,706859,42340517380175,Color,Sand,Size,EU 38 (UK 30),1000,1000
7654898991183,706859,42340517412943,Color,Sand,Size,EU 40 (UK 31),1000,1000
7654898991183,706859,42340517445711,Color,Sand,Size,EU 42 (UK 32),1000,1000
7654898991183,706859,42340517478479,Color,Sand,Size,EU 44 (UK 34),1000,1000
7654898991183,706859,42340517511247,Color,Navy blue,Size,EU 38 (UK 30),1000,1000
7654898991183,706859,42340517544015,Color,Navy blue,Size,EU 40 (UK 31),1000,1000
7654898991183,706859,42340517576783,Color,Navy blue,Size,EU 42 (UK 32),1000,1000
7654898991183,706859,42340517609551,Color,Navy blue,Size,EU 44 (UK 34),1000,1000
7654898991183,706859,42340517642319,Color,Navy blue,Size,EU 46 (UK 36),1000,1000
7654899023951,706880,42340517675087,Color,Burgundy,Size,S,1000,1000
7654899023951,706880,42340517707855,Color,Burgundy,Size,M,1000,1000
7654899023951,706880,42340517740623,Color,Burgundy,Size,L,1000,1000
7654899023951,706880,42340517773391,Color,Burgundy,Size,XL,1000,1000
7654899056719,706882,42340517806159,Color,Grey,Size,EU 36 (UK 29),1000,1000
7654899056719,706882,42340517838927,Color,Grey,Size,EU 40 (UK 31),1000,1000
