Handle,Title,ID,Variant ID,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Price,Variant Compare At Price,Variant Inventory Qty,Variant Image,product_link,color_code
5227240,,7654932611151,42340663066703,,Black,,XL,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05227240800-015-p.jpg?v=1734183484,https://www.zara.com/in/en/zw-collection-semi-sheer-creased-effect-blouse-p05227240.html?v1=410158808&v2=2420336,800
5070660,SOFT BUTTON COAT,7654932578383,42340662607951,Color,Grey marl,Size,S,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070660812-016-p.jpg?v=1734183487,https://www.zara.com/in/en/soft-button-coat-p05070660.html?v1=423157370&v2=2419020,812
5070660,,7654932578383,42340662640719,,Grey marl,,M,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070660812-016-p.jpg?v=1734183487,https://www.zara.com/in/en/soft-button-coat-p05070660.html?v1=423157370&v2=2419020,812
5070660,,7654932578383,42340662673487,,Beige marl,,S,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070660720-016-p.jpg?v=1734183487,https://www.zara.com/in/en/soft-button-coat-p05070660.html?v1=423158451&v2=2419020,720
5070660,,7654932578383,42340662706255,,Beige marl,,M,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070660720-016-p.jpg?v=1734183487,https://www.zara.com/in/en/soft-button-coat-p05070660.html?v1=423158451&v2=2419020,720
5070660,,7654932578383,42340662739023,,Beige marl,,L,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070660720-016-p.jpg?v=1734183487,https://www.zara.com/in/en/soft-button-coat-p05070660.html?v1=423158451&v2=2419020,720
5070660,,7654932578383,42340662771791,,Beige marl,,XL,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070660720-016-p.jpg?v=1734183487,https://www.zara.com/in/en/soft-button-coat-p05070660.html?v1=423158451&v2=2419020,720
5070660,,7654932578383,42340662804559,,Light sand,,S,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070660752-p.jpg?v=1734183487,https://www.zara.com/in/en/soft-button-coat-p05070660.html?v1=410570252&v2=2419020,752
5070660,,7654932578383,42340662837327,,Light sand,,M,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070660752-p.jpg?v=1734183487,https://www.zara.com/in/en/soft-button-coat-p05070660.html?v1=410570252&v2=2419020,752
5070660,,7654932578383,42340662870095,,Light sand,,L,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070660752-p.jpg?v=1734183487,https://www.zara.com/in/en/soft-button-coat-p05070660.html?v1=410570252&v2=2419020,752
5070660,,7654932578383,42340662902863,,Light sand,,XL,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070660752-p.jpg?v=1734183487,https://www.zara.com/in/en/soft-button-coat-p05070660.html?v1=410570252&v2=2419020,752
5070637,FLORAL BEADED T-SHIRT,7654932545615,42340662444111,Color,White,Size,S,1950.0,1950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070637250-p.jpg?v=1734183479,https://www.zara.com/in/en/floral-beaded-t-shirt-p05070637.html?v1=368771564&v2=2420397,250
5070637,,7654932545615,42340662476879,,White,,M,1950.0,1950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070637250-p.jpg?v=1734183479,https://www.zara.com/in/en/floral-beaded-t-shirt-p05070637.html?v1=368771564&v2=2420397,250
5070637,,7654932545615,42340662509647,,White,,L,1950.0,1950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070637250-p.jpg?v=1734183479,https://www.zara.com/in/en/floral-beaded-t-shirt-p05070637.html?v1=368771564&v2=2420397,250
5070637,,7654932545615,42340662542415,,White,,XL,1950.0,1950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070637250-p.jpg?v=1734183479,https://www.zara.com/in/en/floral-beaded-t-shirt-p05070637.html?v1=368771564&v2=2420397,250
5070634,T-SHIRT WITH FAUX PEARLS SLEEVES,7654932512847,42340662345807,Color,White,Size,S,1950.0,1950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070634250-a1.jpg?v=1734183477,https://www.zara.com/in/en/t-shirt-with-faux-pearls-sleeves-p05070634.html?v1=375159304&v2=2420397,250
5070634,,7654932512847,42340662378575,,White,,M,1950.0,1950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070634250-a1.jpg?v=1734183477,https://www.zara.com/in/en/t-shirt-with-faux-pearls-sleeves-p05070634.html?v1=375159304&v2=2420397,250
5070634,,7654932512847,42340662411343,,White,,L,1950.0,1950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070634250-a1.jpg?v=1734183477,https://www.zara.com/in/en/t-shirt-with-faux-pearls-sleeves-p05070634.html?v1=375159304&v2=2420397,250
5070636,T-SHIRT WITH RHINESTONES ON THE FRONT,7654932480079,42340662280271,Color,White,Size,S,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070636250-e1.jpg?v=1734183475,https://www.zara.com/in/en/t-shirt-with-rhinestones-on-the-front-p05070636.html?v1=370971955&v2=2420397,250
5070636,,7654932480079,42340662313039,,White,,M,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070636250-e1.jpg?v=1734183475,https://www.zara.com/in/en/t-shirt-with-rhinestones-on-the-front-p05070636.html?v1=370971955&v2=2420397,250
5070633,FAUX SUEDE MINI DRESS,7654932447311,42340662247503,Color,White,Size,XS,2550.0,2550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070633250-p.jpg?v=1734183474,https://www.zara.com/in/en/faux-suede-mini-dress-p05070633.html?v1=368433632&v2=2420826,250
5070628,FAUX SUEDE DRESS WITH RHINESTONES,7654932414543,42340662181967,Color,Black,Size,M,2550.0,2550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070628800-015-p.jpg?v=1734183470,https://www.zara.com/in/en/faux-suede-dress-with-rhinestones-p05070628.html?v1=413581864&v2=2420826,800
5070628,,7654932414543,42340662214735,,Black,,L,2550.0,2550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05070628800-015-p.jpg?v=1734183470,https://www.zara.com/in/en/faux-suede-dress-with-rhinestones-p05070628.html?v1=413581864&v2=2420826,800
5063859,DRAPED SHORT DRESS,7654932381775,42340662083663,Color,Black,Size,S,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063859800-p.jpg?v=1734183469,https://www.zara.com/in/en/draped-short-dress-p05063859.html?v1=400683454&v2=2420826,800
5063859,,7654932381775,42340662116431,,Black,,M,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063859800-p.jpg?v=1734183469,https://www.zara.com/in/en/draped-short-dress-p05063859.html?v1=400683454&v2=2420826,800
5063859,,7654932381775,42340662149199,,Black,,L,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063859800-p.jpg?v=1734183469,https://www.zara.com/in/en/draped-short-dress-p05063859.html?v1=400683454&v2=2420826,800
5063848,VELVET LACE MIDI DRESS,7654932349007,42340661985359,Color,Chocolate,Size,S,4350.0,4350.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063848717-p.jpg?v=1734183468,https://www.zara.com/in/en/velvet-lace-midi-dress-p05063848.html?v1=403066816&v2=2420900,717
5063848,,7654932349007,42340662018127,,Chocolate,,M,4350.0,4350.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063848717-p.jpg?v=1734183468,https://www.zara.com/in/en/velvet-lace-midi-dress-p05063848.html?v1=403066816&v2=2420900,717
5063848,,7654932349007,42340662050895,,Chocolate,,L,4350.0,4350.0,1000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063848717-p.jpg?v=1734183468,https://www.zara.com/in/en/velvet-lace-midi-dress-p05063848.html?v1=403066816&v2=2420900,717
5063840,BEADED HALTER DRESS,7654932316239,42340661887055,Color,Dark grey,Size,S,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063840922-p.jpg?v=1734183467,https://www.zara.com/in/en/beaded-halter-dress-p05063840.html?v1=397072943&v2=2420826,922
5063840,,7654932316239,42340661919823,,Dark grey,,M,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063840922-p.jpg?v=1734183467,https://www.zara.com/in/en/beaded-halter-dress-p05063840.html?v1=397072943&v2=2420826,922
5063840,,7654932316239,42340661952591,,Dark grey,,L,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063840922-p.jpg?v=1734183467,https://www.zara.com/in/en/beaded-halter-dress-p05063840.html?v1=397072943&v2=2420826,922
5063830,WRAP-STYLE MIDI SKIRT,7654932250703,42340661723215,Color,Beige,Size,S,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063830450-p.jpg?v=1734183462,https://www.zara.com/in/en/wrap-style-midi-skirt-p05063830.html?v1=391064704&v2=2420430,450
5063830,,7654932250703,42340661755983,,Beige,,M,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063830450-p.jpg?v=1734183462,https://www.zara.com/in/en/wrap-style-midi-skirt-p05063830.html?v1=391064704&v2=2420430,450
5063830,,7654932250703,42340661788751,,Beige,,L,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063830450-p.jpg?v=1734183462,https://www.zara.com/in/en/wrap-style-midi-skirt-p05063830.html?v1=391064704&v2=2420430,450
5063825,FAUX FUR FLORAL SWEATER,7654932217935,42340661657679,Color,Ecru,Size,S,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063825712-015-p.jpg?v=1734183460,https://www.zara.com/in/en/faux-fur-floral-sweater-p05063825.html?v1=414690452&v2=2419845,712
5063825,,7654932217935,42340661690447,,Ecru,,L,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063825712-015-p.jpg?v=1734183460,https://www.zara.com/in/en/faux-fur-floral-sweater-p05063825.html?v1=414690452&v2=2419845,712
5063823,SHORT TULLE DRESS WITH RHINESTONES,7654932185167,42340661559375,Color,Black,Size,S,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063823800-015-p.jpg?v=1734183459,https://www.zara.com/in/en/short-tulle-dress-with-rhinestones-p05063823.html?v1=417935423&v2=2420826,800
5063823,,7654932185167,42340661592143,,Black,,M,3550.0,3550.0,1000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063823800-015-p.jpg?v=1734183459,https://www.zara.com/in/en/short-tulle-dress-with-rhinestones-p05063823.html?v1=417935423&v2=2420826,800
5063823,,7654932185167,42340661624911,,Black,,L,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063823800-015-p.jpg?v=1734183459,https://www.zara.com/in/en/short-tulle-dress-with-rhinestones-p05063823.html?v1=417935423&v2=2420826,800
5063822,SHORT METALLIC DRESS,7654932152399,42340661461071,Color,Silver,Size,S,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063822808-015-p.jpg?v=1734183458,https://www.zara.com/in/en/short-metallic-dress-p05063822.html?v1=417935421&v2=2420826,808
5063822,,7654932152399,42340661493839,,Silver,,M,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063822808-015-p.jpg?v=1734183458,https://www.zara.com/in/en/short-metallic-dress-p05063822.html?v1=417935421&v2=2420826,808
5063822,,7654932152399,42340661526607,,Silver,,L,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05063822808-015-p.jpg?v=1734183458,https://www.zara.com/in/en/short-metallic-dress-p05063822.html?v1=417935421&v2=2420826,808
5039813,ANIMAL PRINT TULLE DRESS,7654932119631,42340661329999,Color,Leopard,Size,S,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039813051-p.jpg?v=1734183453,https://www.zara.com/in/en/animal-print-tulle-dress-p05039813.html?v1=386491246&v2=2420900,051
5039813,,7654932119631,42340661362767,,Leopard,,M,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039813051-p.jpg?v=1734183453,https://www.zara.com/in/en/animal-print-tulle-dress-p05039813.html?v1=386491246&v2=2420900,051
5039813,,7654932119631,42340661395535,,Leopard,,L,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039813051-p.jpg?v=1734183453,https://www.zara.com/in/en/animal-print-tulle-dress-p05039813.html?v1=386491246&v2=2420900,051
5039807,TEXTURED CUT-OUT DRESS,7654932086863,42340661264463,Color,Brown,Size,S,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039807700-015-p.jpg?v=1734183452,https://www.zara.com/in/en/textured-cut-out-dress-p05039807.html?v1=410802921&v2=2420900,700
5039807,,7654932086863,42340661297231,,Brown,,L,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039807700-015-p.jpg?v=1734183452,https://www.zara.com/in/en/textured-cut-out-dress-p05039807.html?v1=410802921&v2=2420900,700
5039802,DRAPED CUT-OUT DRESS,7654932054095,42340661231695,Color,Green,Size,M,2950.0,2950.0,1000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039802500-p.jpg?v=1734183449,https://www.zara.com/in/en/draped-cut-out-dress-p05039802.html?v1=390520957&v2=2420900,500
5039667,TEXTURED WIDE-LEG TROUSERS,7654932021327,42340661100623,Color,Brown / Ecru,Size,M,2550.0,2550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039667087-p.jpg?v=1734183450,https://www.zara.com/in/en/textured-wide-leg-trousers-p05039667.html?v1=396025320&v2=2420777,087
5039667,,7654932021327,42340661133391,,Black,,S,2550.0,2550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039667800-p.jpg?v=1734183450,https://www.zara.com/in/en/textured-wide-leg-trousers-p05039667.html?v1=398432718&v2=2420777,800
5039667,,7654932021327,42340661166159,,Black,,M,2550.0,2550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039667800-p.jpg?v=1734183450,https://www.zara.com/in/en/textured-wide-leg-trousers-p05039667.html?v1=398432718&v2=2420777,800
5039667,,7654932021327,42340661198927,,Black / White,,M,2550.0,2550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039667084-001-p.jpg?v=1734183450,https://www.zara.com/in/en/textured-wide-leg-trousers-p05039667.html?v1=412201037&v2=2420777,084
5039667,,7654932021327,42349189201999,,Black / White,,L,2550.0,2550.0,1000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039667084-001-p.jpg?v=1734183450,https://www.zara.com/in/en/textured-wide-leg-trousers-p05039667.html?v1=412201037&v2=2420777,084
5039667,,7654932021327,42349189234767,,Black / White,,S,2550.0,2550.0,1000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039667084-001-p.jpg?v=1734183450,https://www.zara.com/in/en/textured-wide-leg-trousers-p05039667.html?v1=412201037&v2=2420777,084
5039666,TEXTURED ASYMMETRIC TOP,7654931955791,42340661002319,Color,Brown / Ecru,Size,S,2350.0,2350.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039666087-a1.jpg?v=1734183445,https://www.zara.com/in/en/textured-asymmetric-top-p05039666.html?v1=399501202&v2=2419905,087
5039666,,7654931955791,42340661035087,,Brown / Ecru,,M,2350.0,2350.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039666087-a1.jpg?v=1734183445,https://www.zara.com/in/en/textured-asymmetric-top-p05039666.html?v1=399501202&v2=2419905,087
5039639,TEXTURED WIDE-LEG TROUSERS,7654931890255,42340660871247,Color,Green,Size,L,2550.0,2550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039639500-p.jpg?v=1734183441,https://www.zara.com/in/en/textured-wide-leg-trousers-p05039639.html?v1=371229289&v2=2420777,500
5039639,,7654931890255,42340660904015,,Beige,,S,2550.0,2550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039639450-p.jpg?v=1734183441,https://www.zara.com/in/en/textured-wide-leg-trousers-p05039639.html?v1=371229291&v2=2420777,450
5039626,LONG TEXTURED DRESS WITH KNOT,7654931824719,42340660674639,Color,Mid-green,Size,S,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039626527-p.jpg?v=1734183444,https://www.zara.com/in/en/long-textured-dress-with-knot-p05039626.html?v1=396958990&v2=2420900,527
5039626,,7654931824719,42340660707407,,Brown,,L,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039626700-p.jpg?v=1734183444,https://www.zara.com/in/en/long-textured-dress-with-knot-p05039626.html?v1=372749456&v2=2420900,700
5039626,,7654931824719,42340660740175,,Black,,S,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039626800-p.jpg?v=1734183444,https://www.zara.com/in/en/long-textured-dress-with-knot-p05039626.html?v1=395353156&v2=2420904,800
5039626,,7654931824719,42340660772943,,Black,,M,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039626800-p.jpg?v=1734183444,https://www.zara.com/in/en/long-textured-dress-with-knot-p05039626.html?v1=395353156&v2=2420904,800
5039626,,7654931824719,42340660805711,,Black,,L,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039626800-p.jpg?v=1734183444,https://www.zara.com/in/en/long-textured-dress-with-knot-p05039626.html?v1=395353156&v2=2420904,800
5039626,,7654931824719,42349185728591,,Brown,,M,2950.0,2950.0,1000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039626700-p.jpg?v=1734183444,https://www.zara.com/in/en/long-textured-dress-with-knot-p05039626.html?v1=372749456&v2=2420900,700
5039472,PRINTED TULLE SKIRT,7654931791951,42340660609103,Color,Leopard,Size,S,1950.0,1950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039472051-p.jpg?v=1734183440,https://www.zara.com/in/en/printed-tulle-skirt-p05039472.html?v1=364242339&v2=2462835,051
5039472,,7654931791951,42340660641871,,Leopard,,M,1950.0,1950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039472051-p.jpg?v=1734183440,https://www.zara.com/in/en/printed-tulle-skirt-p05039472.html?v1=364242339&v2=2462835,051
5039408,ASYMMETRIC PRINTED TULLE DRESS,7654931759183,42340660543567,Color,Black / Sand,Size,S,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039408085-p.jpg?v=1734183438,https://www.zara.com/in/en/asymmetric-printed-tulle-dress-p05039408.html?v1=405452710&v2=2420900,085
5039408,,7654931759183,42340660576335,,Black / Sand,,M,3550.0,3550.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039408085-p.jpg?v=1734183438,https://www.zara.com/in/en/asymmetric-printed-tulle-dress-p05039408.html?v1=405452710&v2=2420900,085
5039407,PRINTED TULLE BLOUSE,7654931726415,42340660478031,Color,Black / Sand,Size,S,1950.0,1950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039407085-p.jpg?v=1734183434,https://www.zara.com/in/en/printed-tulle-blouse-p05039407.html?v1=405452711&v2=2420336,085
5039407,,7654931726415,42340660510799,,Black / Sand,,L,1950.0,1950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039407085-p.jpg?v=1734183434,https://www.zara.com/in/en/printed-tulle-blouse-p05039407.html?v1=405452711&v2=2420336,085
5039407,,7654931726415,42349187366991,,Black / Sand,,M,1950.0,1950.0,1000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039407085-p.jpg?v=1734183434,https://www.zara.com/in/en/printed-tulle-blouse-p05039407.html?v1=405452711&v2=2420336,085
5039399,PRINTED TULLE MIDI SKIRT,7654931693647,42340660412495,Color,blue/black,Size,S,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039399030-p.jpg?v=1734183433,https://www.zara.com/in/en/printed-tulle-midi-skirt-p05039399.html?v1=405452712&v2=2420430,030
5039399,,7654931693647,42340660445263,,blue/black,,M,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039399030-p.jpg?v=1734183433,https://www.zara.com/in/en/printed-tulle-midi-skirt-p05039399.html?v1=405452712&v2=2420430,030
5039398,PRINTED TULLE BLOUSE,7654931660879,42340660346959,Color,blue/black,Size,S,2350.0,2350.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039398030-p.jpg?v=1734183431,https://www.zara.com/in/en/printed-tulle-blouse-p05039398.html?v1=405452713&v2=2420336,030
5039398,,7654931660879,42340660379727,,blue/black,,M,2350.0,2350.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039398030-p.jpg?v=1734183431,https://www.zara.com/in/en/printed-tulle-blouse-p05039398.html?v1=405452713&v2=2420336,030
5039397,PRINTED TULLE DRESS,7654931628111,42340660281423,Color,Light brown,Size,S,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039397730-p.jpg?v=1734183430,https://www.zara.com/in/en/printed-tulle-dress-p05039397.html?v1=405465677&v2=2420900,730
5039397,,7654931628111,42340660314191,,Light brown,,M,2950.0,2950.0,1999.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039397730-p.jpg?v=1734183430,https://www.zara.com/in/en/printed-tulle-dress-p05039397.html?v1=405465677&v2=2420900,730
5039396,PRINTED TULLE DRESS,7654931595343,42340660248655,Color,Dark burgundy,Size,S,2550.0,2550.0,1000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039396684-p.jpg?v=1734183425,https://www.zara.com/in/en/printed-tulle-dress-p05039396.html?v1=405471944&v2=2420826,684
5039393,SOFT BELTED DRESS,7654931562575,42340659986511,Color,Brown,Size,M,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039393700-p.jpg?v=1734183422,https://www.zara.com/in/en/soft-belted-dress-p05039393.html?v1=403091013&v2=2420826,700
5039393,,7654931562575,42340660019279,,Brown,,L,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039393700-p.jpg?v=1734183422,https://www.zara.com/in/en/soft-belted-dress-p05039393.html?v1=403091013&v2=2420826,700
5039393,,7654931562575,42340660052047,,Black,,S,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039393800-p.jpg?v=1734183422,https://www.zara.com/in/en/soft-belted-dress-p05039393.html?v1=403091014&v2=2420826,800
5039393,,7654931562575,42340660084815,,Black,,M,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039393800-p.jpg?v=1734183422,https://www.zara.com/in/en/soft-belted-dress-p05039393.html?v1=403091014&v2=2420826,800
5039393,,7654931562575,42340660117583,,Black,,L,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039393800-p.jpg?v=1734183422,https://www.zara.com/in/en/soft-belted-dress-p05039393.html?v1=403091014&v2=2420826,800
5039393,,7654931562575,42340660150351,,Dark anthracite,,S,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039393898-p.jpg?v=1734183422,https://www.zara.com/in/en/soft-belted-dress-p05039393.html?v1=403091012&v2=2420826,898
5039393,,7654931562575,42340660183119,,Dark anthracite,,M,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039393898-p.jpg?v=1734183422,https://www.zara.com/in/en/soft-belted-dress-p05039393.html?v1=403091012&v2=2420826,898
5039393,,7654931562575,42340660215887,,Dark anthracite,,L,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039393898-p.jpg?v=1734183422,https://www.zara.com/in/en/soft-belted-dress-p05039393.html?v1=403091012&v2=2420826,898
5039388,TEXTURED CUT-OUT DRESS,7654931529807,42340659888207,Color,Brown,Size,S,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039388700-015-p.jpg?v=1734183417,https://www.zara.com/in/en/textured-cut-out-dress-p05039388.html?v1=412645785&v2=2420900,700
5039388,,7654931529807,42340659920975,,Brown,,M,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039388700-015-p.jpg?v=1734183417,https://www.zara.com/in/en/textured-cut-out-dress-p05039388.html?v1=412645785&v2=2420900,700
5039388,,7654931529807,42340659953743,,Black,,M,2950.0,2950.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039388800-015-p.jpg?v=1734183417,https://www.zara.com/in/en/textured-cut-out-dress-p05039388.html?v1=412645787&v2=2420900,800
5039379,SOFT VOLUMINOUS MIDI SKIRT,7654931497039,42340659527759,Color,Mid-camel,Size,S,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039379756-016-p.jpg?v=1734183422,https://www.zara.com/in/en/soft-voluminous-midi-skirt-p05039379.html?v1=415222214&v2=2420430,756
5039379,,7654931497039,42340659560527,,Black,,S,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039379800-p.jpg?v=1734183422,https://www.zara.com/in/en/soft-voluminous-midi-skirt-p05039379.html?v1=414015761&v2=2420430,800
5039379,,7654931497039,42340659593295,,Black,,M,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039379800-p.jpg?v=1734183422,https://www.zara.com/in/en/soft-voluminous-midi-skirt-p05039379.html?v1=414015761&v2=2420430,800
5039379,,7654931497039,42340659626063,,Black,,L,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039379800-p.jpg?v=1734183422,https://www.zara.com/in/en/soft-voluminous-midi-skirt-p05039379.html?v1=414015761&v2=2420430,800
5039379,,7654931497039,42340659658831,,Ecru,,S,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039379712-016-p.jpg?v=1734183423,https://www.zara.com/in/en/soft-voluminous-midi-skirt-p05039379.html?v1=415222215&v2=2420430,712
5039379,,7654931497039,42340659691599,,Ecru,,M,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039379712-016-p.jpg?v=1734183423,https://www.zara.com/in/en/soft-voluminous-midi-skirt-p05039379.html?v1=415222215&v2=2420430,712
5039379,,7654931497039,42340659724367,,Ecru,,L,2150.0,2150.0,2000.0,https://cdn.shopify.com/s/files/1/0613/4677/5119/files/05039379712-016-p.jpg?v=1734183423,https://www.zara.com/in/en/soft-voluminous-midi-skirt-p05039379.html?v1=415222215&v2=2420430,712
