Gender,Category,Sub Category,Link
Man,Shirts,Plain & formal,https://www.zara.com/in/en/man-shirts-plain-l757.html?v1=2431987
Man,Shirts,Stretch,https://www.zara.com/in/en/man-stretch-l6237.html?v1=2431979
Man,Shirts,Printed,https://www.zara.com/in/en/man-shirts-printed-l759.html?v1=2431971
Man,Shirts,Checked,https://www.zara.com/in/en/man-shirts-check-l745.html?v1=2431969
Man,Shirts,Short sleeve,https://www.zara.com/in/en/man-shirts-short-sleeved-l762.html?v1=2431977
Man,Shirts,Linen,https://www.zara.com/in/en/man-shirts-linen-l754.html?v1=2431973
Man,Shirts,Denim,https://www.zara.com/in/en/man-shirts-denim-l748.html?v1=2431970
Man,Polo Shirts,Printed,https://www.zara.com/in/en/man-polos-printed-l1659.html?v1=2432061
Man,Polo Shirts,Short sleeve,https://www.zara.com/in/en/man-polos-short-sleeve-l7194.html?v1=2432054
Man,Polo Shirts,Long sleeve,https://www.zara.com/in/en/man-polos-long-sleeve-l2550.html?v1=2432048
Man,Polo Shirts,Knitwear,https://www.zara.com/in/en/man-polos-knitwear-l1701.html?v1=2432060
